Año;Departamento;Municipio;CIE-10;Diagnóstico;Grupo Etario;Sexo;Casos;tipo_diagnostico
2023;EL PETEN;SAN BENITO;E:14;Diabetes mellitus, no especificada;65 a 69 años;F;27;5
2023;EL PETEN;SAN BENITO;E:14;Diabetes mellitus, no especificada;65 a 69 años;M;31;5
2023;EL PETEN;SAN BENITO;E:14;Diabetes mellitus, no especificada;70+;F;47;5
2023;EL PETEN;SAN BENITO;E:14;Diabetes mellitus, no especificada;70+;M;31;5
2023;EL PETEN;SAN BENITO;I:00;Fiebre reumática sin mención de complicación cardíaca;45 a 49 años;F;1;5
2023;EL PETEN;SAN BENITO;I:01;Fiebre reumática con complicación cardíaca;40 a 44 años;F;1;5
2023;EL PETEN;SAN BENITO;I:01;Fiebre reumática con complicación cardíaca;55 a 59 años;F;1;5
2023;EL PETEN;SAN BENITO;I:02;Corea reumática;60 a 64 años;F;1;5
2023;EL PETEN;SAN BENITO;I:05;Enfermedades reumáticas de la válvula mitral;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:05;Enfermedades reumáticas de la válvula mitral;50 a 54 años;F;1;5
2023;EL PETEN;SAN BENITO;I:05;Enfermedades reumáticas de la válvula mitral;50 a 54 años;M;1;5
2023;EL PETEN;SAN BENITO;I:05;Enfermedades reumáticas de la válvula mitral;55 a 59 años;M;1;5
2023;EL PETEN;SAN BENITO;I:05;Enfermedades reumáticas de la válvula mitral;60 a 64 años;M;2;5
2023;EL PETEN;SAN BENITO;I:05;Enfermedades reumáticas de la válvula mitral;65 a 69 años;F;1;5
2023;EL PETEN;SAN BENITO;I:05;Enfermedades reumáticas de la válvula mitral;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:06;Enfermedades reumáticas de la válvula aórtica;35 a 39 años;M;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;< 1 mes;M;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;2m a < 1 año;M;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;1a a 4 años;F;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;1a a 4 años;M;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;5 a 9 años;M;2;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;10 a 14 años;M;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;15 a 19 años;M;2;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;20 a 24 años;M;3;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;25 a 29 años;M;2;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;30 a 34 años;F;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;35 a 39 años;M;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;40 a 44 años;M;2;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;45 a 49 años;F;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;50 a 54 años;M;1;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;55 a 59 años;F;5;5
2023;EL PETEN;SAN BENITO;I:08;Enfermedades valvulares múltiples;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);< 1 mes;F;1;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);2m a < 1 año;M;1;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);1a a 4 años;F;2;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);1a a 4 años;M;2;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);5 a 9 años;F;1;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);5 a 9 años;M;1;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);10 a 14 años;F;4;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);10 a 14 años;M;7;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);15 a 19 años;F;17;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);15 a 19 años;M;16;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);20 a 24 años;F;24;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);20 a 24 años;M;20;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);25 a 29 años;F;39;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);25 a 29 años;M;43;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);30 a 34 años;F;70;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);30 a 34 años;M;51;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);35 a 39 años;F;97;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);35 a 39 años;M;71;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);40 a 44 años;F;169;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);40 a 44 años;M;69;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);45 a 49 años;F;184;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);45 a 49 años;M;87;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);50 a 54 años;F;160;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);50 a 54 años;M;73;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);55 a 59 años;F;193;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);55 a 59 años;M;96;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);60 a 64 años;F;181;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);60 a 64 años;M;114;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);65 a 69 años;F;178;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);65 a 69 años;M;88;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);70+;F;327;5
2023;EL PETEN;SAN BENITO;I:10;Hipertensión esencial (primaria);70+;M;188;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;2m a < 1 año;F;1;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;5 a 9 años;F;1;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;5 a 9 años;M;1;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;10 a 14 años;F;1;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;15 a 19 años;F;1;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;20 a 24 años;F;2;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;25 a 29 años;F;1;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;25 a 29 años;M;2;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;30 a 34 años;F;4;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;30 a 34 años;M;2;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;35 a 39 años;F;2;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;35 a 39 años;M;4;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;40 a 44 años;F;14;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;40 a 44 años;M;7;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;45 a 49 años;F;13;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;45 a 49 años;M;10;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;50 a 54 años;F;8;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;50 a 54 años;M;4;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;55 a 59 años;F;16;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;55 a 59 años;M;4;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;60 a 64 años;F;6;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;60 a 64 años;M;5;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;65 a 69 años;F;16;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;65 a 69 años;M;2;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;70+;F;25;5
2023;EL PETEN;SAN BENITO;I:11;Enfermedad cardíaca hipertensiva;70+;M;12;5
2023;EL PETEN;SAN BENITO;I:12;Enfermedad renal hipertensiva;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:13;Enfermedad cardiorrenal hipertensiva;15 a 19 años;F;1;5
2023;EL PETEN;SAN BENITO;I:13;Enfermedad cardiorrenal hipertensiva;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;< 1 mes;F;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;20 a 24 años;F;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;25 a 29 años;M;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;30 a 34 años;F;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;35 a 39 años;M;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;55 a 59 años;M;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;65 a 69 años;F;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;65 a 69 años;M;1;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;70+;F;2;5
2023;EL PETEN;SAN BENITO;I:20;Angina de pecho;70+;M;3;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;15 a 19 años;M;1;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;35 a 39 años;M;2;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;40 a 44 años;M;1;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;50 a 54 años;F;3;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;50 a 54 años;M;3;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;55 a 59 años;F;1;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;55 a 59 años;M;3;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;60 a 64 años;M;1;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;65 a 69 años;F;3;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;65 a 69 años;M;2;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;70+;F;3;5
2023;EL PETEN;SAN BENITO;I:21;Infarto agudo del miocardio;70+;M;4;5
2023;EL PETEN;SAN BENITO;I:23;Ciertas complicaciones presentes posteriores al infarto agudo del miocardio;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:24;Otras enfermedades isquémicas agudas del corazón;65 a 69 años;M;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;2m a < 1 año;F;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;10 a 14 años;F;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;25 a 29 años;M;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;50 a 54 años;M;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;55 a 59 años;F;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;65 a 69 años;F;2;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;65 a 69 años;M;1;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;70+;F;3;5
2023;EL PETEN;SAN BENITO;I:25;Enfermedad isquémica crónica del corazón;70+;M;5;5
2023;EL PETEN;SAN BENITO;I:26;Embolia pulmonar;30 a 34 años;F;1;5
2023;EL PETEN;SAN BENITO;I:26;Embolia pulmonar;35 a 39 años;F;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;< 1 mes;F;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;< 1 mes;M;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;2m a < 1 año;M;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;15 a 19 años;M;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;20 a 24 años;F;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;20 a 24 años;M;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;25 a 29 años;F;3;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;25 a 29 años;M;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;30 a 34 años;F;1;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;35 a 39 años;F;3;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;40 a 44 años;F;3;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;50 a 54 años;F;1;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;50 a 54 años;M;1;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;55 a 59 años;M;4;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;60 a 64 años;F;4;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;65 a 69 años;F;1;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;65 a 69 años;M;3;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;70+;F;2;5
2023;EL PETEN;SAN BENITO;I:27;Otras enfermedades cardiopulmonares;70+;M;1;5
2023;EL PETEN;SAN BENITO;I:30;Pericarditis aguda;20 a 24 años;F;1;5
2023;EL PETEN;SAN BENITO;I:33;Endocarditis aguda y subaguda;< 1 mes;F;1;5
2023;EL PETEN;SAN BENITO;I:33;Endocarditis aguda y subaguda;20 a 24 años;M;1;5
2023;EL PETEN;SAN BENITO;I:33;Endocarditis aguda y subaguda;25 a 29 años;M;1;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;25 a 29 años;M;1;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;50 a 54 años;F;1;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;50 a 54 años;M;2;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;55 a 59 años;F;1;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;60 a 64 años;F;1;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;60 a 64 años;M;1;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;70+;F;5;5
2023;EL PETEN;SAN BENITO;I:34;Trastornos no reumáticos de la válvula mitral;70+;M;1;5
2023;EL PETEN;SAN BENITO;I:35;Trastornos no reumáticos de la válvula aórtica;20 a 24 años;F;1;5
2023;EL PETEN;SAN BENITO;I:35;Trastornos no reumáticos de la válvula aórtica;40 a 44 años;F;1;5
2023;EL PETEN;SAN BENITO;I:35;Trastornos no reumáticos de la válvula aórtica;55 a 59 años;F;1;5
2023;EL PETEN;SAN BENITO;I:35;Trastornos no reumáticos de la válvula aórtica;60 a 64 años;M;1;5
2023;EL PETEN;SAN BENITO;I:35;Trastornos no reumáticos de la válvula aórtica;65 a 69 años;F;1;5
2023;EL PETEN;SAN BENITO;I:35;Trastornos no reumáticos de la válvula aórtica;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:37;Trastornos de la válvula pulmonar;10 a 14 años;M;1;5
2023;EL PETEN;SAN BENITO;I:38;Endocarditis, válvula no especificada;15 a 19 años;F;1;5
2023;EL PETEN;SAN BENITO;I:38;Endocarditis, válvula no especificada;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:38;Endocarditis, válvula no especificada;70+;M;1;5
2023;EL PETEN;SAN BENITO;I:39;Endocarditis y trastornos valvulares en enfermedades clasificadas en otra parte;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:39;Endocarditis y trastornos valvulares en enfermedades clasificadas en otra parte;40 a 44 años;F;1;5
2023;EL PETEN;SAN BENITO;I:39;Endocarditis y trastornos valvulares en enfermedades clasificadas en otra parte;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;< 1 mes;F;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;< 1 mes;M;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;5 a 9 años;F;2;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;5 a 9 años;M;2;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;20 a 24 años;M;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;25 a 29 años;F;2;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;30 a 34 años;F;2;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;35 a 39 años;M;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;40 a 44 años;M;2;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;45 a 49 años;F;2;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;50 a 54 años;F;2;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;55 a 59 años;F;4;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;55 a 59 años;M;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;60 a 64 años;F;1;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;65 a 69 años;F;3;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;65 a 69 años;M;5;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;70+;F;8;5
2023;EL PETEN;SAN BENITO;I:42;Cardiomiopatía;70+;M;3;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;10 a 14 años;M;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;20 a 24 años;M;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;30 a 34 años;F;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;40 a 44 años;F;2;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;45 a 49 años;F;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;50 a 54 años;F;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;55 a 59 años;F;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;55 a 59 años;M;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;60 a 64 años;F;2;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:44;Bloqueo auriculoventricular y de rama izquierda del haz;70+;M;3;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;20 a 24 años;F;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;25 a 29 años;F;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;40 a 44 años;M;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;45 a 49 años;F;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;50 a 54 años;F;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;50 a 54 años;M;3;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;55 a 59 años;F;4;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;55 a 59 años;M;2;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;60 a 64 años;F;2;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;60 a 64 años;M;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;65 a 69 años;M;1;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;70+;F;2;5
2023;EL PETEN;SAN BENITO;I:45;Otros trastornos de la conducción;70+;M;3;5
2023;EL PETEN;SAN BENITO;I:46;Paro cardíaco;65 a 69 años;M;1;5
2023;EL PETEN;SAN BENITO;I:47;Taquicardia paroxística;5 a 9 años;F;1;5
2023;EL PETEN;SAN BENITO;I:47;Taquicardia paroxística;10 a 14 años;M;1;5
2023;EL PETEN;SAN BENITO;I:47;Taquicardia paroxística;15 a 19 años;F;1;5
2023;EL PETEN;SAN BENITO;I:47;Taquicardia paroxística;25 a 29 años;M;1;5
2023;EL PETEN;SAN BENITO;I:47;Taquicardia paroxística;30 a 34 años;F;1;5
2023;EL PETEN;SAN BENITO;I:47;Taquicardia paroxística;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:47;Taquicardia paroxística;70+;F;1;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;45 a 49 años;F;1;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;50 a 54 años;F;1;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;50 a 54 años;M;1;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;55 a 59 años;F;2;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;55 a 59 años;M;2;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;60 a 64 años;M;2;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;65 a 69 años;F;2;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;70+;F;8;5
2023;EL PETEN;SAN BENITO;I:48;Fibrilación y aleteo auricular;70+;M;5;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;2m a < 1 año;F;1;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;10 a 14 años;F;2;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;15 a 19 años;F;1;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;20 a 24 años;M;1;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;25 a 29 años;F;1;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;30 a 34 años;F;2;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;35 a 39 años;F;1;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;40 a 44 años;F;2;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;50 a 54 años;F;3;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;50 a 54 años;M;1;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;55 a 59 años;F;4;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;55 a 59 años;M;2;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;60 a 64 años;M;2;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;65 a 69 años;F;2;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;65 a 69 años;M;2;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;70+;F;6;5
2023;EL PETEN;SAN BENITO;I:49;Otras arritmias cardíacas;70+;M;4;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;< 1 mes;F;1;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;1a a 4 años;F;1;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;10 a 14 años;F;2;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;10 a 14 años;M;1;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;30 a 34 años;F;1;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;30 a 34 años;M;1;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;40 a 44 años;M;1;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;45 a 49 años;F;3;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;45 a 49 años;M;1;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;50 a 54 años;F;10;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;50 a 54 años;M;4;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;55 a 59 años;F;6;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;55 a 59 años;M;11;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;60 a 64 años;F;3;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;60 a 64 años;M;4;5
2023;EL PETEN;SAN BENITO;I:50;Insuficiencia cardíaca;65 a 69 años;F;9;5
